id_user,id_res,X
giahuylpu,24916,0.78
andie_nhan,24916,0.43
lbmai1410,24916,0.72
hmentertainment1508,24916,0.51
lachian1986,24916,0.78
beanh613,24916,0.62
pth.mktg,24916,0.72
mai_bien_2305,24916,0.88
vjc.chelsea,24916,0.81
duyendang12345,24916,0.6
0905161464,24916,0.91
nguyendungminh,24916,0.62
kem.choco,24916,0.78
roycelin88,24916,0.84
roycelin88,24916,0.96
lazy_kitten2002,24916,0.55
uyenkieu123,730065,1.0
01885727774,730065,1.0
anhat,730065,0.85
maya.kyte,730065,0.87
tr.thanhthuy143,730065,0.82
Thanhbinh1806,730065,0.95
vanthan1210,730065,0.86
lively_color,730065,0.84
phuongdiem_106,730065,0.53
sunflower2511,730065,0.82
hita248,730065,0.99
behieu142,730065,0.95
mmi.eun,258913,0.77
maitram271192,258913,0.07
matsukurakaito,258913,0.96
foodee_gn6ql8hx,258913,0.92
tvanpsvn,258913,0.51
maiuyenphuong1994,258913,0.77
01644678060,258913,0.8
lehoaichigiang,258913,0.87
michellethaolee,258913,0.48
nhannhi,258913,0.8
gacungdinh.20177,258913,0.7
nhannhi,258913,0.66
itzmyfood,258913,0.76
itzmyfood,258913,0.77
nhannhi,258913,0.72
nhannhi,258913,0.77
nga.t2n,258913,0.81
foodee_wh2hk5mi,779451,0.91
minhnguyen7299,779451,0.84
tinguyen2309,779451,0.92
tranthanhthao107,79358,0.62
thaitrinhmusic,79358,0.81
01644678060,79358,0.76
chau.thai,79358,0.75
vangtrangbietcuoi_1005,79358,0.63
foodee_eszmpn9y,754085,0.3
nguyenluongthienkim,754085,0.07
foodee_539854ea,754085,0.33
lovelypanda1311,754085,0.73
8minger,754085,0.73
wolff,754085,0.76
meobeo1401,754085,0.26
lanhuong.1234,754085,0.65
glinh58203,754085,0.08
memoon,754085,0.27
giangchpchp,754085,0.16
damtuan91091,754085,0.69
strongphamfoodie,754085,0.22
tranhang.clover,754085,0.2
ditmeconbanche,754085,0.1
Thuthu479,754085,0.22
thuyhanna,754085,0.22
foodyuser_380819c3,754085,0.47
tjntjn99,754085,0.48
foodee_d9fbee9d,754085,0.21
huyentran291999,754085,0.76
mi.ho,754085,0.82
lookingdeals,726641,0.1
lookingdeals,726641,0.1
phuong.nguyen-anh1033,726641,0.89
ngocanh3112.13,726641,0.6
phuong_le,726641,0.89
trangphm0551,726641,0.45
nangtienanhtrang_94,726641,0.83
vudieukhoegiay1316,726641,0.61
thinguyen2411,726641,0.96
shinosakura2000,726641,0.52
nvietanh514,726641,0.34
minny.ph,726641,0.76
ngocanh.nguyen8017,726641,0.8
xoxo090399,726641,0.68
ngocanh.nguyen8017,726641,0.81
anh.le6622,710252,0.8
duynl3433,710252,0.8
foodee_9f10a885,710252,0.86
pillyconnit,710252,0.7
linhdan396,710252,0.78
hoaidoan91,710252,0.8
nhatanhvo,710252,0.86
ngocanh.nguyen8017,710252,0.73
thanhthanh93,710252,0.38
kimhoang154,710252,0.74
phanhmei,710252,0.32
tranlong1982,710252,0.8
tranlong1982,710252,0.79
ngocanh.nguyen8017,710252,0.71
phuong_le,741508,0.87
foodee_m903he26,741508,0.87
trinh.doan8183,741508,0.9
daohuynh1311,794254,0.57
phannguyennhatha,794254,0.84
Ngoctu.nguyen,794254,0.69
thambth,228661,0.24
contrauhuqua,228661,0.89
quynhtram15a,228661,0.81
ranyomasaki,228661,0.81
foodee_6ef99335,228661,0.71
jikookisreal,228661,0.76
gacungdinh.20177,228661,0.68
trucnhile,228661,0.88
iuanhnhiu31032000,251101,0.53
phanhmei,228661,0.52
ngocanh3112.13,228661,0.95
punny_luv_pea_wookie,228661,0.74
duongtrang01032006,228661,0.93
vudieukhoegiay1316,228661,0.77
vudieukhoegiay1316,228661,0.9
gauhamdien_nt01,251101,0.2
Trangtrang229,251101,0.23
iuanhnhiu31032000,251101,0.86
iamkhanhly2190,251101,0.7
kieutrinhcute1310.nt,251101,0.78
gacungdinh.20177,228661,0.73
itzmyfood,228661,0.7
maiduyen2008,228661,0.81
thieny2910,228661,0.78
buiphuochien,228661,0.87
lehoaichigiang,251101,0.75
ljoseph,251101,0.64
ngocnguyen10111991,251101,0.61
tanloc22011999,251101,0.56
maidk18,251101,0.85
tranthibichngan,251101,0.07
liinhlee,228661,0.82
itzmyfood,228661,0.74
vitiennguyen187,228661,0.77
pillyconnit,228661,0.88
mi.ho,228661,0.79
myphng7311,763168,0.83
01644678060,251101,0.83
candy_love.pekm,251101,0.26
punny_luv_pea_wookie,251101,0.61
frankie.dao,251101,0.32
iuanhnhiu31032000,251101,0.9
violetcrystal0812,251101,0.39
sie.silly,228661,0.69
gacungdinh.20177,228661,0.75
buusmile90,228661,0.82
gacungdinh.20177,228661,0.8
Minmin.2511,228661,0.72
leejihan,763168,0.93
huynhsivien.1997,763168,0.21
dieuhuongdinh,763168,0.83
01644678060,763168,0.96
Sunlight2720,763168,0.99
thanhtu99219,251101,0.44
lantrinh227,251101,0.68
tranphamtuongvi.1301,251101,0.52
anhthu_1210,251101,0.3
tuyennguyen2602,228661,0.65
theuglymonster98,228661,0.75
ptn2109,228661,0.65
hoainguyen1508,228661,0.78
gattino.nero.612,228661,0.91
aimy_0803,228661,0.73
foodee_24xclxsg,763168,0.93
ng.duykiet,763168,0.81
punny_luv_pea_wookie,763168,0.77
nhi190902,763168,0.64
baoprokute1234,763168,0.85
hoai_ktc,251101,0.82
nlht__,251101,0.3
lactudu34,251101,0.4
vy.pham188,251101,0.8
minny.ph,251101,0.53
minny.ph,228661,0.39
phamnhatbinh95,228661,0.76
tocngo125,228661,0.55
lehanhthuan123,228661,0.88
nunu_sj187,228661,0.75
shady_blackstar,228661,0.86
minhnguyen7299,251101,0.4
ngocanh3112.13,251101,0.93
foodisgod00,251101,0.79
punny_luv_pea_wookie,251101,0.62
itzmyfood,251101,0.71
damtuan91091,228661,0.31
nguynngckimnguyn,228661,0.81
phuonghuyen29,228661,0.74
phamductinh,251101,0.82
linhpi1508,251101,0.78
babythienoanh,251101,0.71
ngocdiepps,228661,0.78
chichbong94,228661,0.81
hoangnhan.x0807,228661,0.75
hana_411,228661,0.91
thuytien140797,228661,0.86
maiuyenphuong1994,251101,0.66
nhannhi,251101,0.77
thuytien140797,251101,0.71
maiuyenphuong1994,251101,0.77
foodee_b3afe9af,251101,0.94
pillyconnit,228661,0.81
hoangnhan.x0807,228661,0.56
ngocdiepps,228661,0.74
kimngan.nguyen.1428921,228661,0.62
iuanhnhiu31032000,251101,0.76
maiuyenphuong1994,251101,0.61
itzmyfood,251101,0.53
maiuyenphuong1994,251101,0.66
ruababylazykute,228661,0.63
nunu_sj187,228661,0.49
nhannhi,228661,0.51
mr.nguyenduykhoa,228661,0.72
sheila.mpyv,228661,0.53
maiuyenphuong1994,251101,0.65
iuanhnhiu31032000,251101,0.84
maiuyenphuong1994,251101,0.63
maiuyenphuong1994,251101,0.74
maiuyenphuong1994,251101,0.74
thuytien140797,251101,0.74
thuytien140797,228661,0.87
gacungdinh.20177,228661,0.72
Ruydy12,228661,0.72
thuytien140797,228661,0.87
thuytien140797,228661,0.84
thytin,228661,0.83
uyenlinh2305,228661,0.79
nhannhi,251101,0.79
maiuyenphuong1994,251101,0.62
catnguyen3134,251101,0.36
pillyconnit,251101,0.77
tramcute2001,251101,0.64
tieuthu_votinh_93,251101,0.79
thuytien140797,251101,0.79
gacungdinh.20177,251101,0.35
nhannhi,251101,0.75
khanhan510458,251101,0.38
damtuan91091,251101,0.83
kieu.2795,251101,0.55
mtrit,251101,0.42
tuyennguyen2602,251101,0.9
vitiennguyen187,251101,0.5
kimthanh4368,251101,0.87
tuyennguyen2602,251101,0.68
damtuan91091,251101,0.84
su.ngoc.crazy,251101,0.68
maiuyenphuong1994,251101,0.72
foodyuser_bf77d27c,251101,0.75
ngocdiepps,251101,0.74
pillyconnit,251101,0.85
nhannhi,251101,0.83
lnnnguyen14,251101,0.51
nunu_sj187,251101,0.64
hana_411,251101,0.65
thuytien140797,251101,0.73
damtuan91091,251101,0.82
oanhle1492,251101,0.85
trangtb77,248628,0.43
tinguyen2309,248628,0.4
minhnguyen7299,248628,0.47
bna4272,248628,0.8
foodisgod00,248628,0.72
damtuan91091,248628,0.7
nhannhi,248628,0.85
01644678060,737816,0.92
lvitnam,737816,0.54
phuc.pvm219,737816,0.96
alanwu,737816,0.91
foodee_gmrg82ee,737816,0.94
bahuy.abk,737816,0.91
Pmkhoi91,1004610,0.83
01644678060,131720,0.79
EDCBA,131720,0.82
theburgershot,131720,0.81
Dyo278,131720,0.88
lehoameo.kitty,131720,0.61
AnhLu91,131720,0.95
tranduongphong0137,102662,0.65
vudieukhoegiay1316,131720,0.74
tranhoang.nhatlinh,131720,0.77
dongoctralinh,131720,0.79
gacungdinh.20177,131720,0.73
nhannhi,131720,0.79
tieuvinh93,102662,0.64
nhatphan2237,102662,0.39
hothituyetnguyen,102662,0.33
jikookisreal,102662,0.85
nhok.wendy,102662,0.73
gacungdinh.20177,131720,0.67
itzmyfood,131720,0.81
gacungdinh.20177,131720,0.82
nhox_kem_1994,131720,0.83
wjessieyjlove,131720,0.77
thuyduyen000,102662,0.44
dongnhi12389,102662,0.76
Baohan710,102662,0.9
phuong_le,102662,0.86
Tukifood12345,102662,0.8
Nga93,102662,0.76
gacungdinh.20177,131720,0.55
itzmyfood,131720,0.65
gacungdinh.20177,131720,0.75
gacungdinh.20177,131720,0.68
thuytien140797,131720,0.66
piheont1995,131720,0.75
Tukifood12345,102662,0.8
phanhmei,102662,0.74
Tukifood12345,102662,0.85
maibasang,131720,0.68
nhannhi,131720,0.73
jucesare1229,131720,0.79
ngocdiepps,131720,0.69
nnpu1102,102662,0.64
Tukifood12345,102662,0.82
Tukifood12345,102662,0.78
thanhthanhnguyen12c82001,102662,0.83
vannguyen.vn461,102662,0.79
iuanhnhiu31032000,131720,0.81
itzmyfood,131720,0.73
taonickmoihp1111,131720,0.27
tibi9155,131720,0.91
thuytien140797,131720,0.77
punny_luv_pea_wookie,102662,0.71
bachlinh2908,102662,0.8
dieunguyen.nt,102662,0.72
phuong_le,102662,0.8
thaotay,131720,0.8
tcthxonsaophixon,131720,0.81
01627295213,131720,0.62
thytin,131720,0.79
thlvy87,131720,0.72
saysaysay2,102662,0.59
lethu3412,102662,0.61
vudieukhoegiay1316,102662,0.8
bachlinh2908,102662,0.84
vudieukhoegiay1316,102662,0.82
nguyenminhtu2561,131720,0.88
phamnhatbinh95,131720,0.74
tuankhuongbui,131720,0.76
thanhminh2941999,131720,0.76
nhannhi,131720,0.85
ngocdiepps,102662,0.79
johnphan07,102662,0.67
nhannhi,102662,0.81
bachlinh2908,102662,0.87
gacungdinh.20177,102662,0.68
nhannhi,102662,0.78
lamchi1912,131720,0.86
bibi_migoi,131720,0.81
phanhoang9072,131720,0.76
hana_411,131720,0.86
bellatrang,131720,0.61
duynguyen_hcmiu,102662,0.67
wjessieyjlove,102662,0.78
kp.linh98,102662,0.72
susungon,102662,0.71
vangtrangbietcuoi_1005,131720,0.9
lunkute1795,102662,0.68
snowgirl138.nt,102662,0.7
iuanhnhiu31032000,102662,0.76
maiuyenphuong1994,102662,0.65
nga.t2n,102662,0.79
pillyconnit,102662,0.81
vitiennguyen187,102662,0.58
kienbui20_01,102662,0.73
theuglymonster98,102662,0.71
aimy_0803,102662,0.43
pillyconnit,102662,0.83
rungngapman0984,102662,0.73
ngocdiepps,102662,0.57
thuytien140797,102662,0.46
binnie.vo,102662,0.84
huynhminhngoc.mmv,102662,0.82
handuyanh,102662,0.73
nguynthngcminh,102662,0.78
su.ngoc.crazy,102662,0.83
itzmyfood,102662,0.77
ngocdiepps,102662,0.78
khanhtramphan0509,102662,0.76
pillyconnit,102662,0.81
phuongngan3006,102662,0.76
khaini199,102662,0.72
nunu_sj187,102662,0.53
sheila.mpyv,102662,0.72
ngocdiepps,102662,0.77
thuytien140797,102662,0.76
damtuan91091,102662,0.6
itzmyfood,102662,0.82
mun'sth's,102662,0.64
pillyconnit,102662,0.49
nhannhi,102662,0.76
ngocdiepps,102662,0.77
thuytien140797,102662,0.75
quockhanh290810,102662,0.88
ngocdiepps,102662,0.68
minatieulinh,102662,0.74
uyenlinh2305,102662,0.74
gacungdinh.20177,102662,0.3
candy_tieu_thanh_tra,102662,0.81
thlvy87,102662,0.54
jikookisreal,102662,0.85
phamnhatbinh95,102662,0.71
nayeuhuy,102662,0.86
xiu.linh.nt,102662,0.62
vothihuyentrang1910,102662,0.86
kurot_412,102662,0.75
bachlinh2908,102662,0.83
01644678060,674411,0.89
ngocanh3112.13,674411,0.83
candy_81193,674411,0.71
itzmyfood,674411,0.78
TranTrangDieuHien,674411,0.77
vudieukhoegiay1316,674411,0.79
vudieukhoegiay1316,674411,0.78
punny_luv_pea_wookie,674411,0.88
sie.silly,674411,0.74
mi.ho,674411,0.8
foodee_0ssdgq2v,776868,0.99
foodee_vxegp9ed,776868,0.88
buihaithao,776868,0.35
nguyentiendo0123,776868,0.74
foodee_54mc9xor,776868,0.97
cocongchua_dethuong19,776868,1.0
leesunhyung,776868,0.64
ngabi23,776868,0.29
jeysi.nhi,762118,0.76
damtuan91091,762118,0.76
kazkaukinh,762118,0.88
vnsurri,762118,0.82
lanhuong.1234,762118,0.8
foodee_4e81aff9,644647,0.35
thaithanh2k2,644647,0.78
hao_nhien97,644647,0.89
dndainguyen0504,644647,0.74
vitcon_gaugau1302,644647,0.87
pillyconnit,271250,0.72
foodee_gba56o17,625030,0.84
Toomroro,1036930,1.0
Shariee,1036930,0.94
foodee_760rw9cd,1036930,0.99
pesunny_xinh,1036930,0.97
nguyenduysang94,1036930,0.99
dinhpham.54kd1,1036930,0.94
foodee_83l8nti1,1036930,0.9
foodee_gtdmj6vz,1036930,0.95
foodee_et38g4jv,1036930,0.92
minhhieu1507,1036930,1.0
foodee_ftlt8vei,1036930,0.96
ngan.ly,1036930,0.87
foodee_3b6b396c,666089,0.89
thanhthanhnguyen12c82001,666089,0.95
damtuan91091,666089,0.71
ngocanh.nguyen8017,666089,0.74
NPHT.1998,682840,0.61
minhhuong.711,816149,0.83
ngo_ngao_nt3572003,816149,0.93
Quynh2401,816149,0.33
nguynynan,816149,0.95
foodee_0y8qngfl,816149,0.25
foodee_z26dm790,816149,0.87
minhhuong.711,816149,0.79
wolff,816149,0.87
foodee_dwy60ahh,1035320,0.9
foodee_dwy60ahh,1035320,0.96
foodee_dwy60ahh,1035320,0.94
foodee_cakyszff,1035320,0.99
rika.naive24,1035320,1.0
foodee_2penkcye,983427,0.75
comayman,983427,0.8
ynnhi2110,279,0.3
pbyencr,279,0.24
quynhdn113,279,0.17
valor.huynh,279,0.1
foodee_ozgbhpvj,279,0.42
diem.timquanan.com,279,0.67
foodee_eqfeq6wg,279,0.19
foodee_b8a8i0o8,279,0.07
qnhu66,279,0.8
foodee_os285535,279,0.13
foodee_7puwypi9,279,0.17
trnphngmai2137,279,0.28
mai.thutrang0601,279,0.52
kunsilvar,279,0.11
deehoang246,279,0.09
tuongvy73983500,279,0.07
shenphung,279,0.11
ngocmai2906999,279,0.2
huyhoang93.hanam,279,0.08
chrisoven13,279,0.53
mushroom_1408,279,0.28
foodee_ge6osv9u,279,0.25
minhthu.tran91,279,0.28
lamthanhthuy23,279,0.1
foodee_d2516466,279,0.1
vytuongbui,279,0.59
Laa.bui306,279,0.63
bkcloading,279,0.14
thien1703,279,0.19
foodee_fb4vefhu,279,0.15
foodee_akdbogqr,279,0.2
langio_thu2000,279,0.2
huynhdominhhieu,279,0.08
phuoc.nguyen-huu,279,0.74
harazuki,279,0.43
giangnguyenthuy.149,279,0.17
Baozan,279,0.17
Sam2610,279,0.56
ngkimanh1012,279,0.13
mrcoanh0210,279,0.08
harrisnguyen12261995,279,0.73
hoangphuctran12a,279,0.18
anhduong.hn2708,279,0.22
vuhai.hoang78,279,0.6
namtung08042015,279,0.42
minhthy.tran,279,0.46
dutrienkhuan,279,0.79
maroon_589,279,0.38
diemchi.ho,279,0.25
cuuvihothotho,279,0.91
vincent_Chan,279,0.41
vile469,279,0.5
hoanganhsm,279,0.12
shi_k1d,279,0.1
Cotton.Candy,279,0.84
thuydo26,279,0.58
bao_hoang774,279,0.2
tntn2511,279,0.77
Thuyvy.nn996,279,0.42
giangnguyennt,279,0.62
kaiden1987,279,0.15
kaiden1987,279,0.25
nguyenthanhhai8889,279,0.09
cindyknguyen,279,0.18
sarahhuynh4720,279,0.55
phungkimphan,279,0.34
kelsi.bichtran,279,0.78
nguyenthikimthi,279,0.45
smallrock2512894372,279,0.17
nuocmatsaobaccuc_23294,279,0.33
pebi_love_money_287,279,0.51
ThuyNguyenIbrahim,279,0.19
danghaidang,279,0.86
kelsi.bichtran,279,0.76
heoso_smile,279,0.79
duhi.nguyen,279,0.1
thanhmaibui,279,0.6
yenthuy212,279,0.58
nguynhongnam2079,279,0.24
julietj_only_yunnie,279,0.07
foodee_d72e3dfa,279,0.07
lgnghtrang_1712,279,0.42
saysaysay2,279,0.29
super_chicken13015,279,0.21
cobekhangiay.xuxu,279,0.8
kieuson,279,0.07
0904247907,279,0.14
xinloiemiubananh,279,0.09
tuoinho_lamviecnho_hohoho,279,0.19
vietguy8x,279,0.21
hangntt29,279,0.09
pyomy1011,279,0.34
tovananh4129313,279,0.11
thuhuyen_133,279,0.74
lucky2872000,279,0.7
phamhuong_308,279,0.37
skynguyenfa,279,0.25
No_Bra1n,279,0.8
kelsi.bichtran,279,0.74
Bap231157,279,0.47
meoiumeomap,317557,0.71
Andreaperth,634874,0.96
thamthui0132,634874,0.97
vietanhtran,201336,0.85
vietanhtran,201336,0.77
Thaitran1408,863340,0.84
ThuNapoli,712307,0.86
quang.thuyanh,630559,0.58
thungokmc,738993,0.83
jkenzkul61,738993,0.87
tbat0404,738993,0.89
seven.chipp,20997,0.65
toan113208,56093,0.74
trandangngocthanh,229218,0.83
Thaitran1408,802858,0.85
nhatduc90,949773,1.0
nhatduc90,949773,1.0
foodee_f5b3e154,949773,1.0
foodee_f5b3e154,949773,1.0
foodee_f5b3e154,949773,0.99
Thaitran1408,863303,0.79
fuxk0201,691801,0.82
seven.chipp,21143,0.73
thuthuy210291,177407,0.57
miv,177407,0.8
01693150445,177407,0.43
foodee_hij39b1b,647174,0.61
thungokmc,647174,0.99
bichtuyendtxd,647174,0.79
Andreaperth,647174,0.92
tbat0404,647174,0.93
trandangngocthanh,647174,0.67
shinshubanhmi,647174,0.74
Myvan1529,647174,0.72
ngoctran113,647174,0.86
dauhalan.2811,647174,0.78
luuha0302,647137,0.99
luuha0302,647137,0.87
tbat0404,647137,0.87
anhhanie,647137,0.85
trandangngocthanh,140672,0.65
lenguyenkg12,647137,0.81
ngoctran113,647137,0.84
nangsamac54,647137,0.76
dungnguyennguyen98,647137,0.69
nha.phan,647137,0.79
Thaitran1408,664192,0.82
hiepdangquang,664192,0.95
hdtuan93,154029,0.83
phuongnguyen7171,29078,0.89
so_to2005,29078,0.8
Thaitran1408,783253,0.86
Thaitran1408,793826,0.84
Thaitran1408,702726,0.85
Thaitran1408,863121,0.85
trandangngocthanh,656414,0.74
Anthony_Nguyen,654378,0.93
seven_love2204,654378,0.79
ngoctran113,654378,0.88
Athena.Yen,197979,0.8
nguyentthao1312,197979,0.73
Andreaperth,757294,0.97
Thaitran1408,757294,0.64
nguyenhoangti19,252370,0.71
hoangphuongdo93,252370,0.59
giahuykg94,956263,0.73
yuuljn.phammy,251297,0.75
Andreaperth,291253,0.84
quang.thuyanh,285799,0.62
hellangel_1830,15195,0.73
giahuykg94,21366,0.77
mukamuka,21366,0.5
bebuongbinh24100,21366,0.73
tranth86,21366,0.75
tranhuuquocthong,21366,0.78
shin_caubebutchi90,21366,0.89
nguyenxuan.kg,21366,0.44
hellangel_1830,21366,0.74
Thaitran1408,71412,0.64
stefaniii43,71412,0.84
tuanbido2002,71412,0.58
yun.nguyen.39,71412,0.8
tuanbido2002,71412,0.51
tuanbido2002,71412,0.73
tuanbido2002,71412,0.59
tuanbido2002,71412,0.59
tbat0404,265129,0.95
hdtuan93,265129,0.8
ngoctran113,265129,0.85
ngoctran113,265129,0.95
tramngo0102,265129,0.38
mystery8811,265129,0.47
donganh,265129,0.77
heochipchip,29328,0.77
trandangngocthanh,29328,0.72
trandangngocthanh,29328,0.76
minssi99,29328,0.75
nguyenngocha1995,29328,0.73
Duyenpham69,29328,0.51
trannie.pham,29328,0.71
minchono,29328,0.91
kqmarion.nguyen,29328,0.8
0907446796,29328,0.82
ttnhan.th116kgtec,166082,0.97
keeweer,166082,0.3
rasomo_tz,166082,0.81
leona.2209,166082,0.98
hocdong_ptthkg,166082,0.97
quang.thuyanh,283880,0.66
quang.thuyanh,283880,0.71
fanofneymar1999,269404,0.38
nguyenthiduyenanh,269404,0.77
quang.thuyanh,298967,0.8
foodee_q272z8ci,782370,0.82
TrinhXuanBao,782370,0.87
thungokmc,782370,0.98
thungokmc,782370,0.96
thungokmc,782370,0.98
phungbichdiem,782370,0.59
Thaitran1408,782370,0.64
tuanbido2002,91771,0.53
donganh,266770,0.8
phuongthanh8690,737149,0.7
thyuyen19,737149,0.82
tuanbido2002,134487,0.66
thungokmc,280319,0.69
hdtuan93,280319,0.83
Andreaperth,280319,0.88
Andreaperth,280319,0.89
tttphuong72,280319,0.82
tuanmax,280319,
quang.thuyanh,315199,0.65
mystery8811,280319,0.43
khanhtramphan0509,280319,0.78
heochipchip,206510,0.93
quang.thuyanh,206510,0.8
giahuykg94,722206,0.82
LinhLinhChan,722206,0.89
LinhLinhChan,722206,0.93
giahuykg94,722206,0.91
uynnguyn5750,792198,0.88
Thaitran1408,787506,0.8
nguyenngocha1995,29884,0.79
Yennhikg99,29884,0.62
thungokmc,863658,0.97
Thaitran1408,863658,0.85
leona.luu0136,283451,0.45
quang.thuyanh,283451,0.76
foodee_q272z8ci,726757,0.57
giahuykg94,726757,0.76
Thaitran1408,798006,0.85
Thaitran1408,802767,0.85
quang.thuyanh,285066,0.6
thao.trinhmh,91464,0.7
quang.thuyanh,91464,0.7
anhhanie,91464,0.68
quang.thuyanh,91464,0.77
quang.thuyanh,91464,0.65
thyv2976,91464,0.94
trandangngocthanh,91464,0.69
minchono,91464,0.61
giahuykg94,286484,0.78
quang.thuyanh,286484,0.82
quang.thuyanh,286484,0.81
quang.thuyanh,286484,0.88
quang.thuyanh,286484,0.75
minhminh090892,226124,0.08
jkenzkul61,226124,0.83
Nikibella,226124,0.7
MongThy,226124,0.72
keobillzinshop,226124,0.59
Andreaperth,226124,0.88
ngoctran113,226124,0.86
keobillzinshop,226124,0.57
Nhstt,226124,0.69
quang.thuyanh,226124,0.69
anhhanie,226124,0.78
quang.thuyanh,226124,0.77
quang.thuyanh,226124,0.83
suminhon16,226124,0.64
quang.thuyanh,226124,0.81
quang.thuyanh,226124,0.75
mystery8811,226124,0.52
donal.duck1997,226124,0.76
duy88870,226124,0.29
thanhdi96,226124,0.81
trandangngocthanh,226124,0.81
phungbichdiem,226124,0.83
hoangphuongdo93,252366,0.76
quang.thuyanh,284974,0.75
quang.thuyanh,284974,0.83
thyv2976,284974,0.8
quang.thuyanh,284974,0.83
Thaitran1408,877734,0.85
thungokmc,873421,0.94
caubekemniodn91,706989,0.87
samthuydung,91797,0.84
ngoctran113,91797,0.77
quang.thuyanh,91797,0.84
quang.thuyanh,91797,0.81
0939552347,91797,0.76
phongctt2010,152220,0.84
quang.thuyanh,276953,0.78
quang.thuyanh,276953,0.59
thanhdi96,276953,0.78
quang.thuyanh,276953,0.75
trandangngocthanh,276953,0.72
phungbichdiem,276953,0.75
Thaitran1408,793802,0.85
trung31797,711817,0.49
Thaitran1408,711817,0.84
nangsamac54,711817,0.72
ngoctran113,711817,0.68
thungokmc,656205,0.97
hdtuan93,656205,0.75
lenguyenkg12,656205,0.89
hdtuan93,656205,0.76
hdtuan.agp,656205,0.76
ngoctran113,656205,0.81
heotho327,656205,0.82
thungokmc,258054,0.99
thungokmc,258054,0.93
Andreaperth,258054,0.98
Thaitran1408,258054,0.85
sonphoi,258054,0.53
nangsamac54,258054,0.97
ngocluu11,258054,0.79
lenguyenkg12,258054,0.74
isukerantaro,258054,0.6
hien_tramy,258054,0.86
nguyenngocha1995,258054,0.78
heotho327,184518,0.65
isukerantaro,184518,0.79
thomastruongsam,184518,0.89
doanthutrang2810,184518,0.87
hoaithanh020272,134779,0.8
phuongthanh8690,134779,0.77
thanhhuy6597,153328,0.68
Thaitran1408,177031,0.84
thyv2976,177031,0.85
huyhong6306,177031,0.78
isukerantaro,177031,0.66
cuchoang2509,177031,0.78
miv,177031,0.87
katori.loverap,177031,0.8
01693150445,177031,0.42
Andreaperth,29591,0.83
foodee_666e2c1f,630807,0.83
ngtrsinh1991,198746,0.89
tbat0404,284636,0.88
giahuykg94,284636,0.79
quang.thuyanh,284636,0.65
quang.thuyanh,284636,0.56
mystery8811,728861,0.82
quang.thuyanh,297924,0.69
foodee_t92zocqf,754838,0.55
giahuykg94,728861,0.71
tung9x2017,754838,0.72
bich.ha.144,754838,0.72
quang.thuyanh,282026,0.53
son_tu_ong,145479,0.53
fuxk0201,145479,0.62
Thaitran1408,798004,0.85
Thaitran1408,863700,0.84
quang.thuyanh,286164,0.81
quang.thuyanh,286164,0.74
Andreaperth,742274,0.94
nangsamac54,742274,0.91
Thaitran1408,283418,0.68
jkenzkul61,277213,0.91
tbat0404,277213,0.84
heotho327,277213,0.99
ngoctran113,277213,0.86
heotho327,277213,0.56
quang.thuyanh,277213,0.8
quang.thuyanh,277213,0.81
mystery8811,277213,0.63
mystery8811,277213,0.62
quang.thuyanh,277213,0.67
quang.thuyanh,277213,0.79
foodee_jfwcnlak,20594,0.87
romi272007,20594,0.79
kevin_bigone,20594,0.88
hoangyen_nguyenvo,20594,0.81
aaronkhoa1991,20594,0.86
cavoi_xanh123,20594,0.53
dauhalan.2811,20594,0.66
amthuchoangho,20594,0.73
ronswift,20594,0.83
ronswift,20594,0.82
may_nguyen,20594,0.84
dungquach2608,20594,0.77
thanhphu891025,20594,0.8
nguoivuive_ht007,20594,0.79
hellangel_1830,20594,0.81
seven.chipp,20594,0.84
hdtuan93,647135,0.79
bichtuyendtxd,791162,0.77
Thaitran1408,791162,0.93
rabpitvn5717,170334,0.98
Thaitran1408,783437,0.88
Thaitran1408,863702,0.85
jiach,290948,0.84
anhquyennguyen98,290948,0.75
jkenzkul61,183522,0.73
thungokmc,183522,0.77
Thaitran1408,183522,0.85
luuha0302,183522,0.93
ntbavu,183522,0.99
quang.thuyanh,183522,0.76
hien_tramy,183522,0.8
hien_tramy,183522,0.85
trandangngocthanh,183522,0.77
duongngochongthi,183522,0.78
huyhong6306,19067,0.67
seven_love2204,19067,0.72
isukerantaro,19067,0.75
isukerantaro,19067,0.67
thuannguyen1088,19067,0.76
seven.chipp,19067,0.77
foodee_t3lhow3w,721931,0.84
tbat0404,721931,0.96
giahuykg94,71539,0.69
hoangdanhrus,71539,0.9
tronghai,71539,0.94
isukerantaro,71539,0.66
xuanpink93,71539,0.83
cobe_kha_ai,71539,0.81
happyboy2rt14,71539,0.72
frankieblue1996,71539,0.84
iristran89,71539,0.73
tuanbido2002,71539,0.79
tuanbido2002,71539,0.84
mystery8811,685475,0.7
Andreaperth,23162,0.86
meoiumeomap,23162,0.65
quang.thuyanh,23162,0.74
isukerantaro,23162,0.81
isukerantaro,29301,0.86
foodee_gq07rs6x,166086,0.41
tmaikitty,166086,0.18
nhnthin9711,166086,0.49
foodee_gm5tojta,111705,0.81
phamkieuni,111705,0.74
bachhoanhunguyet,111705,0.75
haijoe,111705,0.71
itnghia87,866076,0.08
isukerantaro,295130,0.66
anhminhdu2918,677254,0.97
ngoctran113,677254,0.77
anhhanie,275075,0.91
